anime_id,genre_id
4903,"4, 8, 28, 30"
277,"4, 7, 8, 20, 26, 29"
1017,"1, 2, 4, 6, 9, 17"
10397,"7, 11, 26, 28"
16442,"1, 16, 17, 31"
1847,"4, 7, 26"
16051,"4, 8, 28, 37"
34085,"1, 7, 19, 21, 29"
31280,"10, 25"
3000,"1, 4, 24, 33"
11341,"4, 22, 38"
6169,"1, 9, 17, 38, 39"
178,"4, 17, 26, 28, 31"
1920,"1, 2, 4, 7, 26, 29"
1932,"1, 9, 17, 28, 31"
23447,"4, 7, 26, 29, 35"
30205,"1, 4, 33, 37"
6164,"26, 32, 35"
1736,"1, 2, 33"
2589,"1, 4, 33"
4071,2
12079,"1, 21"
526,"7, 29, 31"
21437,"1, 19, 29"
6460,"4, 8, 16, 28, 33, 35"
5216,"7, 11, 17, 26"
7081,"1, 16, 19"
2123,"1, 2, 9, 29"
2668,"2, 4, 9, 16, 33, 36"
1931,"4, 9, 17, 31"
652,"4, 29"
395,"1, 7, 14, 25, 29, 39"
1490,"1, 2, 7, 29, 36"
8120,"7, 28, 35"
5041,"2, 9"
1371,"2, 7, 13, 29, 39"
1116,"7, 35"
26441,"4, 9, 13, 17, 30"
6954,22
1556,"6, 8, 9, 14, 17, 30, 39"
2901,"1, 4, 22, 24"
5079,"1, 18, 38"
10456,"1, 9"
1413,"1, 2, 4, 33"
276,"4, 8, 20, 26, 29"
352,"4, 9, 17, 31"
6023,"4, 8, 26"
2947,"16, 17, 31"
2108,"1, 2, 4, 10, 19, 29, 33"
1362,"1, 18, 33"
1731,"1, 2, 9, 17, 18, 33"
3593,"1, 4, 9"
16742,"4, 28, 33, 35"
3692,"1, 9, 17, 28, 31"
550,"1, 4, 9, 10, 33"
8894,"16, 28, 31"
19759,"1, 4, 33"
1498,"1, 4, 9, 33, 39, 41"
30711,"1, 19, 20"
974,"2, 4, 25, 29"
24031,"4, 30, 35"
2222,"4, 29, 33, 35"
14829,"1, 4, 9, 17"
19159,"4, 23, 35"
1140,"2, 7, 9, 26, 29"
6463,"16, 29"
20457,"4, 26, 28, 30, 39"
34178,37
2542,"7, 13, 26, 31"
189,"4, 8, 11, 26, 33, 35"
1414,"1, 2, 4, 33"
24455,"2, 8, 9, 11, 26"
2834,"7, 17, 31"
4134,4
3111,"7, 30, 37"
14293,"26, 28, 29"
613,"2, 9, 33, 39"
12673,"4, 26, 35"
8133,"1, 9, 17, 31"
28215,"1, 2, 9, 29, 33"
23987,"7, 13, 39"
1108,"2, 9, 13, 17, 33, 39"
1080,"1, 7, 20, 25, 29, 36"
1531,"4, 8, 9, 26, 35"
4382,"4, 22, 23, 26, 28, 29, 35"
2747,"1, 2, 7, 19, 29, 33"
12695,"26, 34"
5397,4
6951,"2, 10, 33"
5196,"9, 29, 33, 35"
369,"5, 7, 14, 22, 25, 39"
2036,"2, 4, 7, 17, 29"
1352,"1, 2, 24, 29"
34349,"4, 28, 33, 37"
2657,"2, 4, 9, 16, 33"
31201,"2, 4, 9, 16, 33"
10842,"4, 9, 17"
1845,"1, 19, 29"
384,"1, 7, 14, 25, 29, 39"
2400,"4, 39"
2416,"2, 37"
650,"1, 4, 24, 30"
18713,"4, 23, 29"
990,"4, 7, 9, 26"
144,"7, 26, 35, 39"
1145,"1, 7, 22, 33"
1086,"2, 4, 19, 20, 26, 29, 33"
3670,"1, 19, 20"
10152,"26, 31"
4198,"1, 6, 19, 29, 33"
17819,37
279,"9, 13, 14, 22, 25, 39"
5019,"2, 4, 33"
1968,"7, 19, 20, 26, 29, 36"
1941,"2, 7, 29, 36"
10686,"1, 2, 18, 33, 38"
31645,"1, 9, 30, 39"
27539,"9, 16"
2283,"1, 19, 29, 33"
1236,"2, 19, 29, 33, 36"
5702,"1, 9, 17, 26, 38"
4162,"1, 4, 24, 30"
1144,"7, 26, 29, 33"
4705,21
22689,"1, 14, 29, 36"
16866,"4, 13, 26, 31"
17699,"1, 2, 9, 33"
6567,"1, 4, 26, 28, 29"
3738,"2, 4"
30845,"21, 31"
2225,"7, 13, 35"
10647,"1, 9, 33, 39"
2825,"2, 9, 17, 26"
31298,"4, 28"
9645,"4, 28, 30"
31417,"4, 17, 28, 35"
8359,"4, 8, 16, 28, 33, 35"
4586,16
2659,9
4798,"2, 9"
6361,"7, 21"
13183,"1, 9, 39"
380,"2, 4, 9, 13, 26, 31"
27567,4
243,"4, 21, 26, 31, 34"
1016,"7, 19, 29, 33"
3299,"11, 26, 28"
9958,"4, 11, 23"
23153,"4, 11, 23, 26, 33"
3946,"4, 7, 35"
2602,"4, 8, 28, 33, 37"
5717,"11, 21, 28, 31"
31610,"4, 26, 28, 33, 39"
631,"4, 8, 26, 29"
629,"4, 9, 17, 26, 29"
14817,"29, 36"
12979,"1, 4, 23"
19511,"1, 4, 18, 33, 38"
4191,"2, 9"
15649,"4, 35"
2110,"1, 2, 10, 19, 29, 33"
3624,2
22859,4
33004,"4, 28"
3044,"1, 2, 19, 29, 33"
2816,"2, 7, 19, 26, 29, 33"
732,"1, 14, 29, 39, 41"
394,"4, 7, 11, 26, 35"
14027,"4, 26, 28, 30"
9539,"1, 2, 6, 10, 33"
5163,"4, 8, 35"
1132,"1, 2, 4, 7, 9, 33"
2662,"2, 4, 9, 16, 33"
2664,"2, 4, 9, 16, 29, 33"
5760,"1, 2, 39"
4246,"2, 19, 26, 29"
1534,"1, 4, 9, 17, 31"
12419,"1, 29, 38"
13161,"1, 8, 9, 38"
11785,"4, 23, 29"
2264,"2, 9"
28869,"2, 4, 22, 33"
16033,"9, 29, 31"
2048,"1, 19, 20, 29"
15359,"1, 9, 39"
206,"1, 2, 7, 9, 17, 26"
1417,"1, 2, 4, 33"
30014,"4, 26, 35"
13409,"4, 28, 39"
3305,"19, 29"
1732,"4, 8, 9, 26"
459,"1, 2, 4, 9, 33, 38"
5440,"1, 2, 9, 19, 29, 33"
1493,"1, 9, 18, 28, 38"
1538,"1, 4, 7, 20"
23043,"7, 21, 28, 35"
2543,"2, 13, 26"
2109,"1, 2, 10, 19, 28, 29, 33"
3868,"7, 13, 26, 31"
22359,2
12823,"4, 23"
3221,"2, 4, 9, 23"
1823,"1, 2, 18, 29"
19211,"1, 19, 29"
8909,4
1133,"1, 4, 11, 19, 24, 29, 33, 36"
6548,"8, 21"
53,"4, 7, 11, 26, 35"
7059,"1, 7, 28, 35"
3460,"2, 9, 16"
31145,"4, 20"
1778,"2, 4, 13"
12879,"1, 13, 22"
898,"2, 4, 9, 29, 33"
6151,"1, 9, 38"
1179,"2, 19, 29, 33, 36, 39"
3219,"4, 28, 29, 35"
6610,"1, 22, 29, 40"
3270,"7, 19, 29, 33, 37"
3421,"4, 7, 28, 31"
911,"2, 33, 39"
25143,"7, 28, 34"
690,"1, 6, 7, 14, 41"
1164,"2, 4, 9, 17, 33"
872,"2, 4, 9, 17"
17717,"1, 19, 20"
5343,"1, 2, 4, 8, 23, 30"
8917,"29, 36"
30771,"7, 21, 26, 35"
34034,"1, 10, 16, 28"
11841,"1, 9, 13, 18"
3363,"1, 29"
4214,"4, 8, 9, 11, 26, 28, 41"
678,"2, 7, 9, 17, 18, 33, 38"
19117,"2, 7, 26"
2429,"2, 9, 16"
2716,"4, 33"
13171,"4, 39"
1891,"2, 4, 29, 33"
1246,"1, 7, 20, 22, 25, 30"
8475,"7, 13"
24973,4
32313,"1, 6, 7, 9, 22, 29, 38, 39"
8363,"4, 8, 16, 28, 33, 35"
4690,"1, 2, 19, 29, 33"
2962,"2, 9, 16, 29"
4200,"2, 4, 24, 29"
2674,"2, 4, 9, 16, 29, 33"
5670,"4, 28, 30, 35"
18411,"30, 35, 39"
3760,"2, 9"
13561,4
3121,"4, 8, 28"
1397,"1, 2, 4, 7, 19, 20, 21, 26, 29, 33"
2459,"4, 7, 26"
1215,"19, 20, 29, 36"
15719,"4, 13, 26"
1565,"1, 2, 4, 9, 16"
31564,"4, 28, 35"
9055,"4, 7, 35"
22583,"4, 29, 30, 35, 36"
842,"1, 4, 14"
21189,"7, 21"
553,"4, 7, 9, 14, 17, 31, 34, 41"
482,"1, 4, 9, 10, 33"
11339,"4, 28, 30, 35"
16201,"7, 25, 26, 28"
3079,"19, 20, 29, 33, 36"
22677,"1, 2, 19, 20, 24, 29"
23361,4
1576,"1, 7, 13, 27"
2937,31
4286,4
6280,"1, 9, 20"
2199,"2, 7, 9"
21797,"4, 28"
8364,"4, 8, 16, 28, 33, 35"
424,"2, 4, 24, 29"
10948,"4, 19, 29"
5983,4
665,"2, 7, 9, 14, 33, 39, 41"
29927,"13, 16"
32686,"8, 33, 37"
4375,"2, 4, 9"
1738,"1, 4, 18, 23, 33"
5200,"1, 7, 37"
785,"4, 7, 13, 17, 19, 29"
10822,"4, 18, 35"
1601,"7, 22"
5691,"1, 2, 17, 18, 28, 29, 38"
5199,"4, 23, 28"
1066,"4, 23"
566,"1, 4, 29, 33"
21085,"1, 9, 17, 30, 39"
1543,"4, 26, 28, 29"
29513,"21, 28, 35"
54,"1, 7, 19, 20, 24, 29, 33"
762,"1, 2, 7, 33, 39"
2043,"1, 2, 4, 22, 26"
1312,"2, 4, 19, 20, 29"
8362,"4, 8, 16, 28, 33, 35"
10155,"1, 2, 9, 17"
2517,"7, 13, 26, 30, 35"
28211,"25, 29"
7088,"1, 4, 8, 9, 11, 17, 28, 33"
4156,4
432,"1, 2, 29, 36"
31405,"7, 13, 20"
9159,"1, 4, 14, 33, 39"
2176,"1, 19, 29, 38"
20649,"7, 26, 35"
21853,"21, 28, 35"
1588,"4, 26, 28"
4926,"2, 7"
11761,"1, 4, 8, 18, 28, 33, 38"
21603,"4, 26, 29, 38, 39"
1135,"1, 9, 17, 38"
2200,"1, 7, 19, 29, 33"
11021,"1, 19, 20, 29"
1546,"2, 4, 8, 9, 11, 17, 26, 28, 39"
1619,"4, 8, 9, 11, 17, 26, 33, 38"
1944,"1, 2, 4, 7, 8, 19, 26, 29"
12221,"9, 17, 31"
609,"7, 26, 29"
6203,"4, 26, 28, 32"
2117,"1, 33, 37"
1101,"1, 4, 29, 33, 36"
9733,21
1539,"26, 33, 37"
19383,"5, 14, 39"
1264,"2, 27, 29, 33"
5458,"2, 9, 10, 33"
3505,"1, 2, 18, 19, 28, 38"
367,"4, 9, 17"
1079,"1, 2, 19, 24, 26, 29"
19877,33
9907,21
6747,"1, 39, 41"
2669,"9, 36"
2678,"2, 9, 16, 33"
15159,35
9367,"1, 7, 8, 11, 18, 26, 29, 30"
10115,"4, 9, 16"
30290,"4, 22, 38"
15811,"20, 28"
729,"4, 26, 28, 37"
4549,"1, 7, 18"
1336,"1, 2, 7, 14, 29"
4851,"1, 2, 4, 33"
16890,"4, 6, 9, 13, 22, 28, 31, 39"
23227,"4, 26, 30, 35"
24171,"1, 9, 13, 18, 27, 33, 38"
3752,"2, 16"
4662,"2, 9, 11, 31"
2490,"4, 9, 33, 37"
1564,"1, 2, 4, 9, 16"
592,"2, 9"
31919,"21, 28, 31, 35"
32094,"4, 9, 17"
20047,"4, 26, 28, 30, 32, 35"
478,"1, 19, 26, 29, 38, 39"
2452,"1, 2, 29, 36"
8986,"1, 6, 14, 39"
23587,"4, 7, 21"
20035,"1, 17, 29, 38"
1555,"4, 11, 26, 28"
2331,"1, 2, 29, 36"
3446,"1, 14, 29"
568,"2, 19, 29, 33"
831,"4, 9, 35"
2354,"6, 14, 29, 39"
1796,"2, 4, 24, 29"
393,"2, 7, 9, 19, 26, 29, 31"
6959,"4, 28, 30, 35"
28539,"1, 6, 9, 17, 39"
3447,"4, 19, 29"
23619,"4, 8, 23"
2998,"7, 9, 29"
6909,2
1864,"7, 9, 11, 26, 31"
1261,"1, 4, 19, 29, 33, 38"
149,"1, 7, 9, 22, 26, 31, 34, 39"
33299,"17, 21, 26, 28"
2931,"22, 35, 39"
30016,"1, 4, 7"
350,"4, 17"
6324,"1, 4, 6, 8, 11, 26, 39"
5279,4
12709,4
7144,"1, 2, 7, 20, 36"
3614,"22, 24, 39"
754,"2, 7, 9"
26165,"7, 9, 25, 28, 30, 32"
3354,"1, 33, 39"
493,"1, 2, 19, 20, 24, 26, 29"
7817,"4, 8, 26, 28, 30"
33080,1
5032,"1, 2, 29, 36"
2907,"4, 29"
2651,"4, 9, 16"
5197,"2, 4, 9, 33, 37"
32801,"1, 2, 4, 9, 26"
26057,"4, 8, 9, 17"
1829,"2, 9, 17"
6867,"1, 7, 20, 29"
23083,"9, 16, 17, 31"
247,"6, 9, 13, 17, 31, 39"
8206,"17, 31"
3027,"1, 2, 7, 18"
606,"2, 4, 13, 18, 27"
2077,"22, 28, 33"
2797,"1, 18, 33"
6379,"4, 8, 28, 30"
7066,"4, 8, 26, 29"
604,"4, 7, 17, 21, 26, 31"
2044,"4, 9, 17, 26, 28, 29, 31"
5030,"4, 23, 28, 32"
1110,"2, 4, 17, 26, 31"
2279,"2, 9, 16"
3059,"2, 19, 29, 33, 36"
1199,"4, 33"
32603,"4, 8, 26, 28, 33"
461,"1, 2, 4, 9, 33, 38"
1569,"4, 7, 26, 28"
11009,"2, 4, 9, 16"
34514,"1, 2, 9, 10, 16"
2369,"9, 22, 39"
20973,"1, 4, 9"
938,"1, 19, 29, 33"
3138,"4, 7"
6098,"4, 26, 28, 35"
10351,"4, 29, 33, 36"
448,"2, 7, 18, 26, 33, 39"
7654,7
2470,"1, 2, 7, 29, 36"
21439,"4, 11, 21, 26, 28, 31"
3486,"1, 2, 19, 29, 33"
32717,"21, 28, 31, 35"
31080,"4, 28, 35"
284,"1, 7, 20, 26, 33"
286,"2, 19, 29, 33"
23237,4
6217,"4, 8, 16, 28, 33, 35"
992,"1, 4, 11, 19, 29, 33"
19067,10
2815,"4, 16"
2132,"4, 8, 17, 26, 39"
5978,"4, 28, 33, 39"
3110,"7, 13"
17741,"7, 26, 35"
1436,"1, 2, 4, 33"
252,"7, 17, 20, 22, 25, 33, 39"
10690,"2, 17"
4997,"4, 8, 20, 26, 29"
33003,"1, 9, 39, 40"
442,"2, 4, 7, 13, 33, 39"
31404,"4, 8, 10, 26, 28"
10302,"1, 4, 9, 16"
11569,"9, 17, 21, 31"
33713,"1, 2, 4, 8, 29"
17391,"1, 4, 9, 33"
27441,"4, 21"
32038,"4, 21"
2586,"7, 19, 20, 29"
1602,"7, 8, 19, 20, 29, 36"
2011,"1, 4, 24, 33"
6312,"1, 2, 4, 24"
3137,"2, 37"
1922,"1, 2, 4, 7, 26, 29"
30419,"7, 21"
548,"1, 7, 26, 29"
31588,"28, 30, 37"
7152,"4, 17, 31"
1051,"1, 2, 19, 20, 29"
1554,"7, 39"
751,"1, 2, 4, 22, 29, 33"
34077,"1, 10, 33"
3432,"1, 2, 4, 19"
30383,"28, 29"
2913,"2, 7"
3033,"2, 4, 29, 33"
1803,"1, 2, 4, 24, 29"
16385,"1, 2, 9, 17"
1045,"2, 4, 8, 9, 17, 33"
5267,"2, 16"
4476,"2, 9"
3327,"2, 19, 29"
9723,"1, 7, 11, 13, 15, 27, 39, 41"
1592,"4, 7, 26, 30, 35"
7728,"1, 30, 39, 41"
20673,"2, 9, 26"
1025,"2, 4, 21, 29, 35"
2130,"1, 4, 14, 33, 39, 41"
33511,"4, 33"
1434,"1, 2, 4, 33"
8097,"2, 4, 33"
8666,"2, 4, 19, 29, 33"
620,"7, 9, 14, 22"
7308,"2, 7, 29"
2298,"1, 7, 19, 29"
1688,"17, 26, 28"
1209,"1, 30, 37"
2489,"4, 9, 17"
10108,4
24211,"4, 9, 31"
325,"7, 26, 31, 35"
1118,"1, 2, 4, 7, 9, 16"
23285,"4, 16, 35"
907,"4, 28, 31"
23135,"21, 28, 31, 35"
28617,"4, 8, 29, 38, 39"
758,"1, 7, 19, 25, 26, 29"
151,"1, 4, 8, 29, 32"
917,"1, 3, 24, 30"
22663,"1, 9, 11, 26, 28, 39"
6974,"4, 22, 28, 29, 39"
4021,"4, 31, 34"
5220,"1, 7, 29"
29027,"1, 6, 8, 9, 11, 26"
10775,"28, 33"
2170,"1, 19, 26, 29, 38, 39"
876,"2, 7, 22, 33"
760,"2, 7, 18, 26, 33, 39"
31370,"4, 21, 33"
343,"4, 9, 26, 30, 41"
2300,"1, 19, 29, 33"
20449,"4, 28, 35"
27655,"1, 19, 29, 36"
9346,"1, 33"
17677,"1, 7, 29"
16157,"1, 4, 9, 23, 29, 39"
3745,"4, 8, 16, 28, 33, 35"
291,"4, 7, 11, 26, 39"
29437,"1, 4, 22, 24, 33"
1726,"1, 6, 9"
2652,"4, 9, 16, 29, 33"
2950,"16, 35"
2819,"1, 2, 9, 33"
1046,"2, 4, 9"
16982,"4, 11, 23, 26, 33"
2799,"2, 26, 31"
1020,"1, 7, 13, 26, 31, 34, 39"
2891,9
33242,
29785,"4, 9, 26, 28, 33, 39"
11299,"1, 2, 4, 19, 33, 36"
3483,"4, 7, 26"
32030,21
912,"2, 33"
32013,"4, 28, 35"
31378,"1, 7, 33, 39, 41"
1492,"1, 18, 38"
2000,"4, 7, 19, 29"
11441,"1, 7, 13, 27, 33"
22877,"1, 4, 8, 9, 11, 26, 28, 39"
8057,"2, 4, 8, 9, 13"
2758,"29, 33, 37"
29163,"4, 35"
8250,"1, 7, 19, 20, 29"
3667,"1, 8, 17, 20, 29"
2577,"2, 7, 13, 35"
3737,"2, 4"
28841,"7, 21"
1207,"7, 9, 25, 26, 31"
48,"2, 9, 10, 17, 22, 29"
7113,"19, 29"
230,"1, 4, 18, 30"
929,"2, 19, 29"
32802,"1, 10, 33"
23991,"1, 2, 6, 10, 33"
8394,"1, 2, 19, 29, 33"
13839,"4, 22, 24, 33, 37"
2355,"6, 14, 29, 39"
900,"2, 4, 9, 29, 33"
5152,"1, 2, 4, 9"
30544,"1, 4, 8, 9, 11, 26, 28, 29, 39"
383,"4, 29"
4983,"2, 4, 14"
475,"7, 29"
21653,"1, 4, 11, 19, 29"
3638,"2, 4"
3616,"1, 4, 8, 38"
10372,"1, 30, 39"
7904,"2, 7, 9, 13, 35"
10336,"1, 2, 29"
1659,"4, 7, 9, 17"
1696,"1, 2, 9"
2151,"2, 9, 16"
5520,"4, 9, 17"
2805,"4, 9, 16, 17, 35"
524,"4, 7, 26"
4742,4
6178,"1, 2, 4, 7, 9, 16"
1709,"1, 2, 4, 7, 9, 16"
2993,"4, 8, 9, 11, 26, 28, 33, 41"
3493,2
4650,"1, 29, 36"
22687,"1, 7, 14, 29, 30, 36"
19697,4
10249,"4, 23"
1225,"1, 2, 6, 9, 14, 26"
58,"2, 7, 14, 19, 20, 26, 29, 36"
998,"1, 2, 4, 6, 7, 8, 14, 22, 26, 29"
2561,"1, 2, 29, 33"
6202,"2, 7"
2206,"4, 29"
16726,"4, 9"
1022,"1, 2, 4, 7, 29, 33"
4765,"1, 7, 20, 29"
2997,"7, 9, 13"
8630,"1, 4, 26, 28"
23425,4
2335,"1, 4, 9, 18, 33"
2403,"4, 8, 28"
8876,"4, 8, 30"
31815,"9, 17, 34"
1384,"1, 6, 7, 14, 41"
1138,"2, 4, 29, 33"
22071,"4, 26, 35"
3656,"1, 34, 39"
3136,"4, 17, 23"
9798,"2, 9"
7695,"1, 2, 9, 16"
10276,4
10819,"4, 18, 35"
12137,"25, 29, 34, 35"
1258,"2, 29, 33"
30649,"4, 35"
30363,"1, 6, 8, 9, 11, 26"
33433,"1, 13, 20"
2604,"19, 20, 29"
12321,"4, 13, 30"
6941,"1, 2, 4, 33, 38"
961,"1, 2, 4, 18, 33"
4773,"1, 2, 9, 17, 19, 29, 33, 36"
4094,"1, 2, 18"
7366,"7, 26, 29, 31"
2124,"1, 19, 20, 28, 38"
15037,"14, 22"
5071,"1, 2, 4, 9"
10418,"1, 14, 29"
3561,"2, 19, 29, 33"
30988,"4, 30"
507,"4, 26, 31, 34"
24457,"4, 28, 33, 37"
18097,"33, 37, 38"
358,"7, 26, 29"
9041,"1, 4, 11, 19, 29"
10794,"1, 4, 11, 19, 29"
4082,"4, 14, 39"
33490,"2, 4, 22, 33"
968,"1, 4, 18, 28, 33"
20039,"4, 28"
5834,"7, 37"
30896,4
6182,"7, 13, 26"
1916,"19, 20, 29, 36"
1137,"2, 7, 9, 29, 33"
2084,"2, 4, 9, 19, 33"
6219,"9, 26, 35"
32553,"4, 11, 26, 28, 33"
2570,"4, 13, 16, 28, 31, 35"
15807,"4, 8, 28, 37"
9716,"1, 4, 27, 33"
10592,"1, 2, 29, 33, 38"
31229,"1, 4, 7, 15, 39, 41"
6344,"1, 2, 7, 14, 39"
3332,4
3574,"1, 22, 24"
9673,4
5298,"9, 10, 29"
4651,"2, 4, 9, 31"
2810,"7, 13, 16, 31"
659,"4, 28, 35"
27727,"4, 17, 28, 35"
9348,"4, 35"
18745,"4, 15, 35"
9200,"2, 4, 13"
1826,"2, 9, 16"
3312,"4, 29, 33, 35"
903,"1, 2, 4, 6, 9, 18, 33, 38"
30925,"2, 29"
10947,"4, 19, 29"
32607,35
10504,"13, 22, 33"
14653,"4, 11, 23, 33"
6554,"2, 16"
2157,"19, 29"
31233,"1, 2, 4, 10, 23"
1421,"1, 2, 4, 22, 33"
20141,"1, 2, 4, 33"
157,"4, 8, 9, 11, 17, 26, 28, 33, 38, 39"
796,"2, 4, 9, 17, 33"
3837,"2, 4, 19, 29, 33"
521,"2, 4, 17, 26, 31"
6946,"4, 10, 23, 30"
10659,"1, 4, 18, 33, 38"
3424,"7, 13, 16, 35"
941,"4, 8, 17, 23, 41"
2713,"1, 2, 10, 19, 29, 33"
11487,21
23233,"1, 6, 8, 9, 11, 26"
32105,"1, 9, 33, 39"
1857,"7, 29"
7014,"7, 13, 20, 39"
20969,"7, 13, 39"
27509,"1, 4, 17, 29, 38"
5955,"4, 23"
3754,"9, 17, 31"
3072,"1, 2, 7, 20, 29, 36"
1514,"4, 17, 26, 29"
15933,"1, 4, 9, 22, 34, 39, 41"
5342,"1, 19, 39"
596,"4, 26"
1953,"4, 28, 35"
930,"7, 19, 29, 36"
859,"2, 4, 7, 9, 33"
3032,"2, 7, 29, 33"
2630,"4, 16, 29, 33"
116,"2, 4, 9, 26"
18001,"1, 7, 8, 11, 18, 20, 26, 29, 30"
13411,"1, 7, 29, 38"
2389,"1, 2, 29, 33"
33740,"33, 38"
11355,"1, 9, 34, 38, 39"
1184,"2, 4, 7, 29, 33, 36"
3484,"4, 7, 26"
3313,"2, 4"
8234,"2, 4, 9, 35"
1869,"4, 7, 21, 26, 31, 35"
525,"2, 7, 9, 13"
1122,"1, 2, 4, 9, 16, 29"
4026,"1, 2, 9, 16"
6749,"1, 21"
10824,"4, 18, 21, 35"
169,"1, 14, 22, 26, 38, 39, 41"
342,"7, 20, 29, 36"
174,"1, 4, 8, 18, 28, 33, 38"
5895,"13, 17"
1128,"4, 26, 29"
4415,"2, 9"
1028,"9, 17"
33254,"2, 9, 13, 33"
3620,"4, 23"
1014,"4, 17, 31, 35"
1311,"4, 7, 8, 26, 29"
4646,"1, 2, 19, 29, 36"
5031,"1, 2, 29, 36"
933,"4, 17, 39"
32494,"28, 33, 37"
7643,"4, 16, 35"
892,"1, 2, 4, 9, 29, 33, 38"
899,"2, 4, 9, 29, 33"
5072,"1, 19, 26, 29, 36"
13163,"13, 16, 39"
12225,"4, 29"
2717,"1, 2, 7, 29, 36"
21431,"7, 22, 29, 30"
31368,8
32700,21
24261,"1, 2, 4, 9, 33"
3807,"7, 13, 26, 31"
3811,2
10934,"4, 8, 26, 33, 39, 41"
598,"1, 7, 19, 29, 33"
31670,"2, 4, 22, 33"
1457,"1, 7, 19, 21, 29"
1573,"1, 4, 7, 8, 9, 14, 17, 33"
7593,"4, 8, 11, 26, 28, 30"
4786,"4, 8, 28"
17635,26
10720,21
3653,"1, 19, 29"
1435,"1, 2, 4, 22, 33"
3654,"4, 8, 9, 26, 28, 39"
4202,"22, 35, 39"
4051,"1, 2, 4, 16, 29, 33"
621,"1, 4, 14, 22, 41"
6884,9
607,"2, 4, 9"
3847,9
1104,"4, 8, 19, 26, 29"
5307,"2, 4, 29, 36"
10821,"9, 16, 17, 31"
8348,"19, 21"
21781,"26, 28, 31"
689,"7, 17"
28257,"4, 16, 39"
311,"7, 26, 28, 31, 37"
3829,"7, 13"
14913,"1, 33"
4535,"26, 28, 32"
21729,"1, 2, 6, 10, 33"
1049,"7, 9, 16, 21"
32240,"4, 8, 20"
3116,"1, 16, 33, 37"
984,"2, 4, 9, 29, 33"
1631,"19, 29"
31056,"4, 8, 17"
30825,"14, 22, 39"
5534,"26, 35"
4876,"1, 2, 13"
20045,"1, 4, 11, 19, 29"
5039,"1, 7, 13, 14, 26, 29, 41"
1438,"1, 2, 4, 33"
2017,"7, 9, 14, 22"
20871,"4, 9, 33"
162,"4, 9, 16, 26, 28, 33"
21027,"7, 25, 40"
3751,"9, 16"
8767,"4, 26, 29, 33"
30375,"21, 28, 35"
33033,"21, 28, 35"
1584,"4, 20, 29"
1568,"4, 18, 26"
3419,"4, 8, 18, 26"
2491,"7, 26, 37"
1925,"1, 2, 4, 7, 26, 29"
1843,"7, 20, 30"
9331,"1, 33, 39"
2706,"3, 33, 37"
579,"4, 8, 29"
11285,"1, 7, 28, 35"
3407,"1, 29"
31105,"1, 19, 29"
31196,"1, 10, 33"
12255,"4, 23"
8358,"4, 8, 16, 28, 33, 35"
8360,"4, 8, 16, 28, 33, 35"
10017,"2, 9, 18, 29, 33, 38"
127,"1, 4, 9, 19, 29, 33"
2165,"4, 9, 14"
3579,"1, 19, 29, 33"
10950,"4, 19, 29"
5217,"1, 37"
30533,"1, 19, 29"
25087,"2, 7, 35"
4205,"26, 28"
6293,"1, 28, 33"
4078,"4, 8, 28, 30"
1399,"1, 4, 7, 19, 21, 29, 33"
632,"4, 8, 20, 26, 29"
2751,"7, 9, 35"
31138,"1, 4, 9, 17"
6902,13
1260,"2, 29, 33"
5203,"9, 35"
4810,1
2415,"2, 37"
1208,"2, 6, 9, 13"
2097,"1, 4, 29"
9874,"9, 17"
1892,"2, 4, 29, 33"
15489,"1, 9, 10, 33"
18677,"4, 8, 9, 26"
7669,"4, 9, 28"
873,"2, 7, 9, 10, 29"
9776,"4, 28, 30, 35"
8,"2, 9, 33, 39"
13145,"1, 2, 6, 10, 33"
30903,21
16512,"1, 6, 39"
1151,"4, 19, 24, 29"
9314,"2, 9, 29"
11809,4
5688,"2, 4, 9, 14, 39"
2916,"19, 33"
456,"4, 28, 35"
1180,"1, 4, 24, 26, 29"
10191,"4, 23, 28, 29, 33"
1637,"7, 13, 26, 31, 34"
3281,"1, 4, 33, 37"
3019,"1, 2, 4, 33"
673,4
9712,"4, 23, 28, 32"
32534,"2, 9, 13, 18, 39"
16910,"4, 9, 35"
12119,"28, 35, 39"
1152,"4, 19, 24, 29, 33"
32468,21
25099,"4, 8, 11, 26, 28"
12281,"1, 4, 19, 29"
1710,"1, 2, 4, 10, 19, 29, 33"
12223,"1, 2, 29, 33, 38"
31374,"4, 23, 28, 33"
32409,"4, 6, 8"
10014,"7, 13"
3174,"4, 26, 35, 39"
21409,21
1897,"2, 19, 28, 29, 33"
308,"7, 9, 22, 29, 33"
2404,"1, 14, 33, 39"
10737,"4, 28, 30, 35"
8285,"1, 2, 19, 29"
1798,"4, 7, 23"
834,"2, 4, 7, 9, 33, 39"
2692,"1, 4, 23"
1844,"1, 4, 22"
8728,"28, 39"
2172,"4, 8, 16, 28"
2595,"7, 8, 26, 28"
502,"1, 2, 4, 9, 33, 38"
22695,"1, 2, 4, 9, 18, 33, 38"
870,"4, 9, 23"
1465,"1, 19, 28, 29, 30"
2749,"2, 4"
811,"4, 7, 8, 26, 28"
4935,"4, 13, 16"
6566,"4, 29"
143,"7, 17, 19, 26, 32, 33, 39"
3318,"7, 26"
5235,"9, 10"
